Digital_Input	Screen_Position_Y_axis(px)	time(ms)
560	560	8
560	560	17
560	560	25
560	560	34
560	560	42
560	560	51
560	560	59
560	560	68
560	560	77
560	560	86
560	560	95
560	560	104
560	560	113
560	560	122
560	560	131
560	560	140
560	560	149
560	560	157
560	560	166
560	560	174
560	560	182
560	560	191
560	560	200
560	560	209
560	560	217
560	560	226
560	560	234
560	560	242
560	560	250
560	560	258
560	560	267
560	560	276
560	560	285
560	560	294
560	560	302
560	560	310
560	560	318
560	560	326
560	560	334
560	560	343
560	560	351
560	560	360
560	560	368
560	560	376
560	560	385
560	560	393
560	560	402
560	560	411
560	560	421
560	560	429
560	560	438
560	560	446
560	560	454
560	560	463
560	560	472
560	560	480
560	560	488
560	560	496
560	560	504
560	560	513
560	560	522
560	560	530
560	560	539
560	560	547
560	560	555
560	560	563
560	560	571
560	560	579
560	560	588
560	560	597
560	560	605
560	560	614
560	560	622
560	560	631
560	560	640
560	560	648
560	560	657
560	560	665
560	560	673
560	560	682
560	560	690
560	560	699
560	560	708
560	560	716
560	560	724
560	560	732
561	561	741
568	568	749
571	571	757
575	575	765
583	583	773
586	586	782
599	599	791
604	604	799
610	610	808
626	626	818
638	638	826
653	653	834
658	658	843
671	671	851
677	677	859
682	682	868
693	693	877
702	702	885
705	705	893
708	708	902
715	715	911
718	718	919
720	720	928
725	725	936
726	726	945
729	729	954
729	729	963
732	732	971
732	732	979
732	732	987
733	733	995
734	734	1004
734	734	1013
735	735	1022
736	736	1030
737	737	1039
738	738	1048
738	738	1057
739	739	1066
741	741	1075
741	741	1084
743	743	1093
744	744	1102
745	745	1110
746	746	1119
746	746	1127
748	748	1136
748	748	1145
748	748	1154
748	748	1163
748	748	1172
748	748	1180
748	748	1188
748	748	1197
748	748	1205
748	748	1213
748	748	1222
748	748	1231
748	748	1240
748	748	1249
748	748	1257
748	748	1266
748	748	1275
748	748	1284
748	748	1293
748	748	1302
743	743	1311
730	730	1320
723	723	1329
718	718	1338
686	686	1347
675	675	1355
662	662	1363
621	621	1371
605	605	1379
551	551	1387
532	532	1395
512	512	1403
455	455	1411
439	439	1420
422	422	1429
376	376	1437
363	363	1445
352	352	1453
324	324	1461
315	315	1469
290	290	1478
282	282	1486
274	274	1494
256	256	1502
251	251	1511
239	239	1520
235	235	1528
233	233	1536
221	221	1544
221	221	1552
218	218	1561
210	210	1569
206	206	1578
194	194	1587
191	191	1596
182	182	1605
178	178	1613
170	170	1621
166	166	1630
162	162	1638
153	153	1646
149	149	1655
146	146	1664
137	137	1673
133	133	1682
119	119	1691
115	115	1700
105	105	1708
101	101	1717
98	98	1725
92	92	1733
89	89	1741
85	85	1749
83	83	1758
82	82	1766
80	80	1774
78	78	1782
74	74	1791
73	73	1800
70	70	1808
68	68	1818
63	63	1826
61	61	1834
58	58	1842
57	57	1850
57	57	1859
52	52	1867
50	50	1875
48	48	1884
43	43	1893
42	42	1901
39	39	1910
38	38	1919
36	36	1928
32	32	1936
31	31	1944
28	28	1952
26	26	1961
25	25	1969
22	22	1978
20	20	1986
16	16	1994
16	16	2003
14	14	2011
11	11	2020
10	10	2029
8	8	2038
6	6	2046
5	5	2055
2	2	2064
0	0	2073
0	0	2081
0	0	2090
0	0	2099
0	0	2108
0	0	2117
0	0	2126
0	0	2135
0	0	2143
0	0	2152
0	0	2160
0	0	2169
0	0	2177
0	0	2185
0	0	2194
0	0	2202
0	0	2210
0	0	2218
0	0	2226
0	0	2234
0	0	2242
0	0	2251
1	1	2260
6	6	2268
11	11	2276
20	20	2284
25	25	2293
38	38	2302
45	45	2310
63	63	2318
71	71	2327
79	79	2335
98	98	2344
103	103	2352
110	110	2361
123	123	2369
128	128	2378
146	146	2386
150	150	2395
162	162	2404
167	167	2412
181	181	2421
186	186	2430
192	192	2438
206	206	2447
212	212	2455
224	224	2464
228	228	2472
233	233	2480
244	244	2488
248	248	2497
254	254	2505
266	266	2513
271	271	2523
289	289	2531
293	293	2540
305	305	2549
309	309	2558
314	314	2567
326	326	2575
333	333	2583
350	350	2591
356	356	2599
363	363	2608
380	380	2616
386	386	2624
391	391	2632
403	403	2640
408	408	2649
418	418	2658
422	422	2667
438	438	2675
443	443	2684
446	446	2692
453	453	2700
456	456	2708
462	462	2716
463	463	2725
466	466	2734
467	467	2742
469	469	2750
473	473	2759
475	475	2768
481	481	2776
483	483	2785
485	485	2793
491	491	2801
493	493	2809
499	499	2817
500	500	2826
500	500	2834
502	502	2842
502	502	2850
502	502	2858
504	504	2867
506	506	2875
507	507	2884
507	507	2893
508	508	2902
509	509	2911
510	510	2920
510	510	2928
510	510	2937
511	511	2945
511	511	2954
511	511	2962
511	511	2971
511	511	2979
511	511	2987
511	511	2995
511	511	3004
511	511	3012
511	511	3021
511	511	3030
511	511	3038
511	511	3046
511	511	3054
511	511	3063
511	511	3071
511	511	3079
511	511	3088
511	511	3097
511	511	3106
511	511	3115
511	511	3123
511	511	3131
511	511	3140
511	511	3148
511	511	3156
511	511	3165
508	508	3173
492	492	3181
487	487	3189
480	480	3197
462	462	3206
454	454	3214
444	444	3223
422	422	3232
412	412	3241
388	388	3250
368	368	3258
368	368	3266
329	329	3275
303	303	3284
294	294	3292
282	282	3301
254	254	3309
245	245	3317
220	220	3326
214	214	3335
207	207	3344
195	195	3352
191	191	3360
188	188	3369
178	178	3377
175	175	3386
163	163	3394
163	163	3402
154	154	3410
151	151	3419
149	149	3427
141	141	3435
138	138	3443
129	129	3452
125	125	3460
121	121	3469
110	110	3478
106	106	3486
103	103	3495
94	94	3504
91	91	3513
83	83	3521
78	78	3530
74	74	3539
73	73	3547
70	70	3555
69	69	3563
65	65	3571
64	64	3579
62	62	3587
59	59	3595
57	57	3603
54	54	3611
53	53	3620
51	51	3629
48	48	3638
46	46	3647
45	45	3656
41	41	3664
40	40	3673
37	37	3681
35	35	3690
34	34	3698
28	28	3707
27	27	3715
24	24	3723
22	22	3731
19	19	3739
18	18	3748
16	16	3757
13	13	3765
12	12	3774
10	10	3782
9	9	3790
7	7	3798
4	4	3806
3	3	3814
3	3	3823
1	1	3831
1	1	3839
0	0	3847
0	0	3856
0	0	3865
0	0	3873
0	0	3881
0	0	3890
0	0	3899
0	0	3907
0	0	3915
0	0	3925
0	0	3934
0	0	3943
0	0	3951
1	1	3960
2	2	3968
5	5	3976
7	7	3984
10	10	3992
15	15	4001
20	20	4010
30	30	4018
41	41	4027
53	53	4036
67	67	4044
72	72	4052
76	76	4060
88	88	4068
92	92	4076
100	100	4084
103	103	4093
106	106	4102
113	113	4110
115	115	4119
117	117	4128
124	124	4137
127	127	4145
136	136	4153
136	136	4161
139	139	4169
146	146	4177
149	149	4185
152	152	4193
157	157	4202
165	165	4210
168	168	4219
170	170	4227
175	175	4236
177	177	4244
181	181	4253
183	183	4262
185	185	4270
190	190	4278
191	191	4286
193	193	4294
197	197	4303
198	198	4312
201	201	4320
203	203	4328
207	207	4337
208	208	4346
214	214	4354
217	217	4363
221	221	4371
223	223	4379
226	226	4387
232	232	4396
235	235	4404
238	238	4412
242	242	4421
244	244	4430
249	249	4438
250	250	4446
251	251	4454
255	255	4463
256	256	4471
259	259	4479
262	262	4487
